#counts calculated with ./count-unique-hermes.pl
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG10.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 11:06:30 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 9.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:23:01 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 10.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:23:29 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG9.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:52:31 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 10-11.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:44:19 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 12-13.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:33:24 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 6.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:28:04 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 10.11.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 11:03:22 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 12.13.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:39:47 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 7.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:27:54 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 8.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:19:51 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG6.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 11:21:43 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG7.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 11:07:14 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG8.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:45:31 2016
#script ./hermes-counts-per-gene5.pl
#date Wed Feb  1 12:43:21 2017
#counts ../insertion-data/all-log.counts.2016-04-27.txt
#gff NA (anno:ID primarytag:CDS)
#bed all-genes.bed
#ipkm is (insert counts)/kb per million inserts in the sample
#uipkm is (unique insert positions)/kb per million unique insert positions in the sample (corrected in this version)
#total_insertions:	30219406
#total_unique_sites:	929053 
gene	len	sites	fwd	rev	min	max	mean	median	sitespernt	totalinserts	ipkm	uipkm
SPAC10F6.16	1290	100	47	62	1	458	36.09	68	0.0775193798449612	3609	92.5787362797486	83.4391362440692
SPBC336.09c	2307	138	77	69	1	734	19.731884057971	1	0.0598179453836151	2723	39.0583707335457	64.3859342616784
SPCC24B10.09	541	20	12	8	1	38	4.6	1	0.0369685767097967	92	5.62735921629514	39.7916768040108
SPAC19G12.17	714	16	7	10	1	20	4.25	2	0.0224089635854342	68	3.15155417807005	24.1202208974452
SPAC824.06	1579	99	49	57	1	149	12.3838383838384	11	0.0626979100696643	1226	25.693449610067	67.4858270407225
SPAC1635.01	1567	94	50	50	1	558	17.8191489361702	1	0.0599872367581366	1675	35.3720224038335	64.5681535478994
SPSNORNA.28	73	14	4	11	1	143	24.5714285714286	1	0.191780821917808	344	155.937173851905	206.426137064095
SPCC11E10.06c	1437	71	34	42	1	279	12.6197183098592	1	0.0494084899095338	896	20.633139671039	53.1815622031614
SPBC30B4.06c	2253	113	60	54	1	173	11.9557522123894	1	0.0501553484243231	1351	19.8430411864238	53.9854544620416
SPNCRNA.1124	963	192	111	115	1	2457	52.921875	12	0.199376947040498	10161	349.15980377506	214.6023391997
SPBC29A3.07c	960	76	39	42	1	191	15.1315789473684	2	0.0791666666666667	1150	39.6406423960374	85.2122178892557
SPAC1687.22c	3645	179	94	87	1	116	9.68156424581006	1	0.0491083676268861	1733	15.733129108711	52.8585211251523
SPBC19C2.07	1264	45	19	26	1	1155	36.5777777777778	1	0.0356012658227848	1646	43.0920180851145	38.3199514158878
SPAPB21F2.02	5593	349	180	180	1	154	7.37535816618911	4	0.0623994278562489	2574	15.2292248830144	67.1645512755988
SPBC2F12.08c	1597	43	20	23	1	72	8.06976744186047	31	0.0269254852849092	347	7.1901613323721	28.9816461331153
SPAC823.11	2089	146	81	71	1	304	19.6301369863014	9	0.0698898994734323	2866	45.3995786886846	75.2270316907994
SPNCRNA.966	440	101	61	47	1	694	25.0990099009901	18	0.229545454545455	2535	190.651121215408	247.074660482722
SPBC543.04	2750	211	109	121	1	687	21.5734597156398	1	0.0767272727272727	4552	54.7751576345586	82.5865399791753
SPBC32H8.01c	734	71	41	32	1	171	12.6760563380282	2	0.0967302452316076	900	40.5751866250164	104.11703662935
SPAC29A4.07	2248	57	27	32	1	244	15.4736842105263	1	0.025355871886121	882	12.9833377415955	27.2921694307225
SPBC800.11	1851	172	95	82	1	186	11.75	47	0.0929227444624527	2021	36.1304999652812	100.018776606343
SPAC6G10.06	1264	67	38	35	1	130	10.4776119402985	56	0.053006329113924	702	18.3782482963247	57.0541498858774
SPBC409.20c	1493	113	56	64	1	335	16.070796460177	1	0.0756865371734762	1816	40.2503918737038	81.4663288030674
SPBC27B12.01c	2329	68	35	35	1	264	16.5735294117647	20	0.0291970802919708	1127	16.0128451550846	31.4267111692991
SPNCRNA.1325	1151	168	94	91	1	181	13.1845238095238	6	0.145960034752389	2215	63.6813825338525	157.106252014028
SPBC725.06c	3982	274	148	136	1	6568	33.9014598540146	35	0.0688096433952788	9289	77.1936868360054	74.0642820111218
SPAC24H6.06	2330	85	45	42	1	182	14.7529411764706	1	0.036480686695279	1254	17.809662601995	39.2665291380351
SPNCRNA.636	4062	357	173	200	1	673	14.9971988795518	3	0.0878877400295421	5354	43.6166718928026	94.599274777157
SPAC3G9.01	1861	100	44	59	1	74	8.49	6	0.0537345513164965	849	15.0964694897397	57.8379826732129
SPNCRNA.809	817	91	53	42	1	530	20.7142857142857	2	0.111383108935129	1885	76.3490037569786	119.888864182268
SPAC10F6.10	1902	30	16	15	1	85	6.83333333333333	6	0.0157728706624606	205	3.5666247993143	16.9773636837302
SPCC777.15	1656	110	54	59	1	3480	45.8181818181818	20	0.0664251207729469	5040	100.712709603543	71.4976656584144
SPBC16G5.19	318	84	47	49	1	346	21.4166666666667	111	0.264150943396226	1799	187.20529134168	284.322792559979
SPAC29E6.08	1678	44	22	23	1	110	11.3863636363636	28	0.0262216924910608	501	9.88006600341926	28.224108302821
SPAC513.06c	5534	391	201	199	1	739	17.2506393861893	1	0.0706541380556559	6745	40.3326609642874	76.0496312434877
SPNCRNA.1627	1108	97	56	46	1	253	12.3814432989691	3	0.0875451263537906	1201	35.868839316383	94.2304974568626
SPCC569.07	2473	142	61	88	1	95	8.83098591549296	1	0.0574201374848362	1254	16.7798276840471	61.8050181042806
SPCC1442.16c	1389	137	75	66	1	511	16.1240875912409	1	0.0986321094312455	2209	52.6268706862821	106.16413641767
SPAC26A3.11	1528	108	52	61	1	1376	23.4907407407407	4	0.0706806282722513	2537	54.9428507673554	76.0781443816998
SPAC23G3.12c	3154	244	118	136	1	828	15.0491803278689	1	0.0773620798985415	3672	38.5261011064264	83.2698241096488
SPAC110.01	5993	571	306	307	1	630	17.6357267950963	1	0.0952778241281495	10070	55.6031338258363	102.553701595226
SPBC211.01	2689	84	49	38	1	138	11	1	0.0312383785793975	924	11.370910611988	33.6238929096591
SPCC757.11c	2088	194	108	95	1	365	14.5257731958763	2	0.092911877394636	2818	44.6606018079094	100.00707967644
SPAC3A12.10	720	27	12	16	1	113	12	1	0.0375	324	14.891093491381	40.3636821580685
SPNCRNA.227	977	109	47	65	1	235	13.7339449541284	1	0.111566018423746	1497	50.7038939078753	120.085741527928
SPAC11E3.06	2104	117	56	68	1	111	6.78632478632479	1	0.0556083650190114	794	12.4878836419059	59.8548898921928
SPBC16G5.02c	1371	278	158	146	1	192	15.0287769784173	1	0.202771699489424	4178	100.842837518421	218.256331435799
SPBC16H5.05c	2614	150	87	82	1	205	18.92	12	0.0573833205814843	2838	35.9269942434237	61.7653896833489
SPCC576.07	1875	81	46	42	1	362	18.9506172839506	1	0.0432	1535	27.0907597146902	46.4989618460949
SPBC4F6.13c	2538	45	26	23	1	59	5.28888888888889	1	0.0177304964539007	238	3.10312604058198	19.0844832898669
SPAC20H4.05c	3512	220	104	120	1	802	12.7181818181818	1	0.0626423690205011	2798	26.3637557510023	67.4260446072518
SPBC1105.09	1538	150	76	80	1	341	11.1866666666667	2	0.0975292587776333	1678	36.1035325509859	104.977066730997
SPAC5H10.05c	2514	218	115	110	1	750	13.9266055045872	11	0.086714399363564	3036	39.9623087066496	93.3363321183657
SPAC4F10.08	2617	276	158	132	1	771	19.6811594202899	2	0.105464272067253	5432	68.6862988538034	113.518036180124
SPSNORNA.30	74	10	4	6	1	16	4.4	9	0.135135135135135	44	19.6759193279509	145.454710479526
SPAC328.03	2208	137	79	65	1	510	21.1751824817518	48	0.0620471014492754	2901	43.4773170476009	66.7853195127462
SPBC29A3.10c	1118	72	43	39	1	525	27.0694444444444	1	0.0644007155635063	1949	57.6878179580631	69.3186670335344
SPAC12G12.07c	1517	179	90	99	1	8827	99.7486033519553	1	0.117996044825313	17855	389.482859867586	127.006795979684
SPNCRNA.495	1042	59	35	26	1	97	9.05084745762712	12	0.0566218809980806	534	16.9585069831466	60.9458028746268
SPSNORNA.15	74	10	3	7	1	59	12.7	1	0.135135135135135	127	56.7918580602218	145.454710479526
SPNCRNA.1497	520	52	29	25	1	198	24.2884615384615	65	0.1	1263	80.3737225624539	107.636485754849
SPCC4B3.16	1024	49	25	27	1	157	11.469387755102	9	0.0478515625	562	18.1614464890541	51.5057402537853
SPAC10F6.03c	2359	63	33	32	1	181	11.3333333333333	1	0.0267062314540059	714	10.015770103006	28.7456490146482
SPNCRNA.310	75	3	2	1	1	6	3	1	0.04	9	3.97095826436827	43.0545943019397
SPBC543.05c	2081	281	155	156	1	588	17.797153024911	1	0.135031234983181	5001	79.524116130489	145.342876007269
SPAC8C9.09c	1495	115	65	55	1	131	11.504347826087	4	0.0769230769230769	1323	29.2841571001071	82.7972967344995
SPCC320.14	1979	242	115	138	1	2317	24.7768595041322	27	0.122283981808994	5996	100.26050931932	131.622180660301
SPBC649.04	791	44	27	18	1	140	9.06818181818182	1	0.0556257901390645	399	16.6920811997781	59.8736456790565
SPAC13G6.14	1397	113	57	58	1	258	12.1504424778761	11	0.0808876163206872	1373	32.5228209077644	87.0645876184536
SPAC23A1.15c	1024	48	27	29	1	730	42.4375	2	0.046875	2037	65.8271645875501	50.4546026975856
SPAC16E8.08	1445	87	47	45	1	95	10.3563218390805	1	0.0602076124567474	901	20.6334105893645	64.8053582053418
SPAC13G6.10c	2126	120	63	59	1	287	10.825	4	0.0564440263405456	1299	20.2190137402571	60.7543663715048
SPBC16C6.06	4653	472	266	224	1	4677	20.4618644067797	2	0.101439931227165	9658	68.68599992347	109.186377125057
SPBC337.16	780	27	13	17	1	187	16.8888888888889	4	0.0346153846153846	456	19.3456941084608	37.2587835305248
SPNCRNA.1108	853	89	54	37	1	289	13.5168539325843	4	0.104337631887456	1203	46.6692339979975	112.305360283489
SPAC4G9.07	2616	199	110	93	1	425	16.7738693467337	18	0.0760703363914373	3338	42.224320484395	81.8794367936353
SPNCRNA.359	2225	28	19	9	1	76	5.21428571428571	2	0.0125842696629213	146	2.17138541796916	13.5452656230822
SPCC1183.01	3267	105	53	58	1	2136	52.447619047619	3	0.0321395775941231	5507	55.7801937605246	34.593911858767
SPCC1450.13c	1090	40	23	18	1	119	13.35	1	0.036697247706422	534	16.2117103453567	39.4996277999447
SPAPB1E7.08c	2485	164	90	82	1	190	16.859756097561	1	0.0659959758551308	2765	36.8199181790015	71.0357491500816
SPBC2G2.10c	790	52	24	30	1	62	7.78846153846154	1	0.0658227848101266	405	16.9645368889151	70.849332395597
SPCC16C4.03	1544	71	35	37	1	90	6.19718309859155	1	0.0459844559585492	440	9.43016858982102	49.4960523872688
SPNCRNA.392	308	55	30	29	1	270	15.0909090909091	13	0.178571428571429	830	89.1746579931186	192.208010276517
SPNCRNA.35	410	88	51	48	1	278	20.3295454545455	22	0.214634146341463	1789	144.391145019407	231.024652351872
SPNCRNA.1228	1785	130	63	75	1	823	22.1461538461538	29	0.0728291316526611	2879	53.3724969333158	78.390717916697
SPAC1B1.02c	2169	101	49	53	1	397	15.7425742574257	1	0.0465652374366067	1590	24.2578132793359	50.1211851601649
SPAC22A12.17c	3670	356	190	179	1	267	14.0926966292135	4	0.0970027247956403	5017	45.2368247328238	104.410324056475
SPCC16C4.11	918	16	12	5	1	143	12.125	143	0.0174291938997821	194	6.9931545323842	18.7601718091241
SPRRNA.31	246	51	26	28	1	119	17.6274509803922	71	0.207317073170732	899	120.931283186554	223.148811930785
SPCC965.14c	918	105	50	58	1	457	27.8380952380952	92	0.11437908496732	2923	105.365931433809	123.113627497377
SPAC20H4.03c	1523	70	39	31	1	99	10.3428571428571	1	0.0459619172685489	724	15.7308699026189	49.4717925334173
SPAC1F7.14c	246	13	7	6	1	11	3.46153846153846	5	0.0528455284552846	45	6.05329003714675	56.8810697078472
SPBC83.07	2968	103	58	51	1	279	17.1165048543689	15	0.0347035040431267	1763	19.6563326035525	37.3536321858136
SPNCRNA.1670	574	228	130	140	1	472	23.3201754385965	7	0.397212543554007	5317	306.52707740485	427.545622858983
SPBC29A10.03c	1977	151	88	70	1	371	20.7284768211921	3	0.0763783510369246	3130	52.39040367338	82.2109729336482
SPNCRNA.826	944	97	46	57	1	176	10.9278350515464	3	0.102754237288136	1060	37.1576250020336	110.601049981148
SPAC823.04	925	36	21	22	1	226	34.5555555555556	1	0.0389189189189189	1244	44.5033520799471	41.8909566181035
SPNCRNA.1265	796	61	32	33	1	222	17.3934426229508	1	0.0766331658291457	1061	44.1079011567706	82.4852466211785
SPAC688.02c	1123	26	13	15	1	162	10.8846153846154	1	0.0231522707034728	283	8.33913022273835	24.9202905576677
SPCC962.02c	3509	73	40	36	1	161	10.3561643835616	27	0.0208036477628954	756	7.12939215318327	22.3923153607979
SPCC1672.12c	1678	99	49	51	1	222	13.3434343434343	2	0.0589988081048868	1321	26.0510323164009	63.5042436813473
SPAC222.07c	2429	176	91	90	1	1698	33.5454545454545	1	0.0724578015644298	5904	80.4327487060184	77.9910312591745
SPCC16A11.01	2034	208	103	117	1	333	13.7019230769231	2	0.102261553588987	2850	46.3668922216059	110.070742561498
SPBPB10D8.05c	1257	0	0	0	0	0	0	0	0	0	0	0
SPAC6C3.05	1408	135	70	72	1	936	22.362962962963	1	0.0958806818181818	3019	70.9536162412867	103.20259642688
SPCC18B5.09c	782	42	21	21	1	136	10.8809523809524	1	0.0537084398976982	457	19.3385328944618	57.8098772596377
SPBC14F5.09c	2713	236	109	141	1	652	17.0593220338983	5	0.0869885735348323	4026	49.1063950495965	93.6314435611663
SPBC1677.03c	2443	154	79	95	1	2604	43.3311688311688	4	0.0630372492836676	6673	90.3881992704648	67.8510798454637
SPNCRNA.399	1261	320	171	196	1	1762	32.3875	23	0.253766851704996	10364	271.973377292577	273.145721185978
SPNCRNA.775	290	76	41	44	1	309	25.6710526315789	14	0.262068965517241	1951	222.624700396049	282.081824736846
SPAC23D3.16	910	52	24	30	1	224	10.6923076923077	1	0.0571428571428571	556	20.2184321885417	61.5065632884853
SPBC1D7.04	831	44	26	26	1	1037	59.3409090909091	1	0.0529482551143201	2611	103.972844246546	56.9916410735664
SPCC16A11.03c	2117	93	46	48	1	120	7.82795698924731	2	0.0439300897496457	728	11.379537145568	47.2848047954699
SPBC146.05c	1473	83	52	39	1	1566	38.5060240963855	4	0.0563475899524779	3196	71.7989511932619	60.6505656323998
SPNCRNA.444	744	184	99	103	1	360	18.9130434782609	16	0.247311827956989	3480	154.781975358441	266.197760468982
SPACUNK4.19	2532	475	252	256	1	4066	35.0863157894737	2	0.187598736176935	16666	217.811974835313	201.924686941364
SPNCRNA.159	795	126	66	73	1	334	28.452380952381	2	0.158490566037736	3585	149.223117167298	170.593675535988
SPBC29A3.17	2533	128	59	72	1	776	22	1	0.0505329648637979	2816	36.7884539823037	54.3919075271248
SPAC637.03	1443	74	37	37	1	116	9.01351351351351	1	0.0512820512820513	667	15.2958487083254	55.1981978229996
SPCC1020.10	4289	262	127	147	1	706	20.6984732824427	4	0.0610865003497319	5423	41.8405740803395	65.7513622470751
SPBC23E6.02	4777	466	233	254	1	2135	22.519313304721	1	0.0975507640778731	10494	72.6942223611063	105.000214280427
SPNCRNA.793	2324	388	227	200	1	1307	34.1701030927835	12	0.166953528399312	13258	188.77999379301	179.702910812743
SPBC13E7.02	2080	98	42	56	1	188	12.9489795918367	1	0.0471153846153846	1269	20.1888863681223	50.7133442498809
SPBC609.01	5760	600	319	316	1	1246	15.2083333333333	1	0.104166666666667	9125	52.4233133136002	112.121339327968
SPCC1235.14	2217	76	36	40	1	194	7.94736842105263	28	0.0342805593143888	604	9.01540667447915	36.8983893431148
SPAPB1E7.01c	1345	65	28	38	1	1016	23.6461538461538	51	0.0483271375464684	1537	37.8151353924041	52.0176325209309
SPNCRNA.1572	2889	761	408	442	1	659	22.6859395532194	35	0.263412945655936	17264	197.746115945696	283.528437727381
SPRRNA.04	209	21	4	17	1	41	7.19047619047619	1	0.100478468899522	151	23.9080820542109	108.151492863724
SPAC9.12c	1562	86	44	50	1	189	13.0581395348837	1	0.0550576184379001	1123	23.7910058199187	59.2620856268696
SPBC1711.16	1985	52	28	28	1	110	7.96153846153846	1	0.0261964735516373	414	6.90166549726475	28.1969635226809
SPAC2F3.07c	306	29	15	14	1	56	5.89655172413793	1	0.0947712418300654	171	18.4922076036758	102.008434212112
SPBC19C7.07c	1244	39	23	19	1	68	14.025641025641	1	0.0313504823151125	547	14.5506040367728	33.7445574311827
SPMIT.03	753	122	63	72	1	1041	10.0737704918033	1	0.162018592297477	1229	54.0096027767663	174.391119018481
SPBC902.04	2399	191	96	98	1	178	8.58638743455497	1	0.0796165068778658	1640	22.621826988898	85.6964100841026
SPBC1734.04	2982	143	85	64	1	393	12.4615384615385	2	0.0479543930248156	1782	19.7748927652142	51.61642341698
SPAC823.02	170	18	10	10	1	147	29.1666666666667	26	0.105882352941176	525	102.193778862419	113.968043740429
SPNCRNA.188	733	100	55	50	1	309	19.23	1	0.136425648021828	1923	86.813923856073	146.843773198976
SPNCRNA.481	89	0	0	0	0	0	0	0	0	0	0	0
SPAC27F1.08	2174	137	66	72	1	150	9.66423357664234	5	0.063017479300828	1324	20.153130719195	67.8298001307008
SPNCRNA.1396	650	65	36	35	1	99	8.90769230769231	5	0.1	579	29.4767286547337	107.636485754849
SPAC977.06	657	1	0	1	1	1	1	1	0.0015220700152207	1	0.0503673042157314	1.63830267511186
SPAC27E2.04c	839	196	101	117	1	1684	41.3112244897959	2	0.233611442193087	8097	319.356863990761	251.45114669786
SPCC1906.03	2020	23	10	13	1	85	9.47826086956522	13	0.0113861386138614	218	3.5712413433675	12.2556394671363
SPCC736.15	2474	242	111	138	1	923	14.2561983471074	1	0.0978172999191593	3450	46.1459377932852	105.287104093264
SPCC24B10.20	765	40	23	17	1	739	30.7	49	0.0522875816993464	1228	53.1191366954709	56.2805154273722
SPAC26F1.13c	3713	76	29	49	1	518	17.9210526315789	1	0.0204686237543765	1362	12.138533881115	22.0317072915932
SPBC609.05	1937	63	31	32	1	285	13.2539682539683	8	0.0325245224574084	835	14.2649722541194	35.0082529817011
SPNCRNA.328	281	69	42	40	1	251	25.9420289855072	1	0.245551601423488	1790	210.795234081234	264.303114486996
SPAC17H9.07	1331	86	45	45	1	196	18.7790697674419	1	0.0646130728775357	1615	40.1521262018204	69.5472409835991
SPAC17G6.14c	1862	51	23	29	1	152	7.05882352941176	1	0.027389903329753	360	6.39789194044296	29.4815293957965
SPBC32F12.02	1549	111	56	62	1	244	16.8918918918919	1	0.0716591349257586	1875	40.0556635769878	77.1313745564123
SPNCRNA.169	389	54	29	27	1	74	10.3703703703704	1	0.138817480719794	560	47.6378883471772	149.418257860202
SPAPB2B4.03	4432	272	145	131	1	629	13.9044117647059	2	0.0613718411552347	3782	28.238124540916	66.0584930625429
SPNCRNA.1310	501	27	13	15	1	99	6.96296296296296	1	0.0538922155688623	188	12.4175008932341	58.0076869337511
SPAC323.02c	1173	11	7	4	1	19	4.45454545454545	2	0.00937766410912191	49	1.38233130828392	10.0937880929526
SPAC17A5.05c	744	56	32	24	1	281	10.8214285714286	1	0.0752688172043011	606	26.9534129503491	81.0167097079511
SPBC646.17c	1799	114	58	56	1	442	18.2982456140351	1	0.0633685380767093	2086	38.370478689421	68.2076674599934
SPATRNAVAL.03	82	28	14	17	1	71	17.6428571428571	52	0.341463414634146	494	199.3550185567	367.539219650705
SPNCRNA.1594	1288	132	69	78	1	2086	45.6893939393939	7	0.102484472049689	6031	154.948559086471	110.310684158696
SPBC4B4.11	3975	424	229	224	1	236	13.4952830188679	28	0.106666666666667	5722	47.6348494522332	114.812251471839
SPNCRNA.1035	355	138	83	74	1	731	41.2463768115942	10	0.388732394366197	5692	530.579681708549	418.417888286456
SPNCRNA.398	305	40	24	25	1	207	24.575	2	0.131147540983607	983	106.651693275246	141.162604268655
SPBC16D10.01c	3442	261	151	117	1	19881	87.0114942528736	11	0.0758280069726903	22710	218.333483884862	81.6186019233459
SPAC977.16c	2422	155	90	68	1	102	7.00645161290323	8	0.0639966969446738	1086	14.8378085435726	68.8837955904279
SPBC800.10c	4095	210	109	108	1	714	18.8380952380952	41	0.0512820512820513	3956	31.9680726370388	55.1981978229996
SPBC1685.15c	3071	178	80	110	1	1389	21.1123595505618	2	0.0579615760338652	3758	40.4940333156842	62.3878035309774
SPAPJ698.02c	1092	37	16	21	1	249	14.7027027027027	1	0.0338827838827839	544	16.485052623751	36.470237847339
SPCC16C4.21	312	109	75	59	1	74393	793.357798165138	9	0.349358974358974	86476	9171.81054672837	376.037722669185
SPAC13A11.01c	3665	154	75	81	1	246	10	1	0.0420190995907231	1540	13.9046742317579	45.2278821452846
SPCC1739.06c	2319	164	84	89	1	787	14.6158536585366	1	0.0707201379905131	2397	34.204351587217	76.1206712539685
SPAC27D7.08c	1849	73	35	42	1	41	5.61643835616438	1	0.0394808004326663	410	7.33771808360821	42.4957461336073
SPCC74.05	690	30	15	15	1	43	3.93333333333333	1	0.0434782608695652	118	5.65909511105623	46.7984720673258
SPAC607.10	4379	254	122	137	1	387	14.2716535433071	1	0.0580041105275177	3625	27.3934758855427	62.4335861651786
SPCC188.14	2139	134	75	65	1	89	9.50746268656716	1	0.0626460963066854	1274	19.7093689761772	67.4300565271146
SPAPB8E5.02c	1734	64	53	20	1	390	33.578125	16	0.0369088811995386	2149	41.0110981840033	39.7274226546157
SPAC750.02c	1713	0	0	0	0	0	0	0	0	0	0	0
SPATRNAMET.02	83	20	9	12	1	55	15.3	3	0.240963855421687	306	121.99932017035	259.365025915299
SPCC126.13c	1482	87	44	45	1	116	14.6666666666667	26	0.0587044534412955	1276	28.491580889192	63.1874106658022
SPAPYUG7.06	797	125	61	75	1	71778	611.76	2	0.156838143036386	76470	3175.02277787789	168.81506548753
SPCC61.04c	1417	35	18	19	1	220	16.0857142857143	1	0.0247000705716302	563	13.1477858318004	26.5862879422705
SPNCRNA.1477	571	83	30	56	1	821	21.8433734939759	1	0.145359019264448	1813	105.069283906884	156.459340063967
SPNCRNA.1269	1771	315	173	174	1	731	28.4063492063492	1	0.177865612648221	8948	167.194309004175	191.448294820878
SPAC6B12.09	1189	43	20	23	1	128	9.48837209302326	8	0.0361648444070648	408	11.3551371731305	38.9265675984737
SPCC550.02c	1176	21	12	9	1	28	5.38095238095238	5	0.0178571428571429	113	3.17969305465996	19.2208010276517
SPNCRNA.1606	3008	590	325	315	1	1054	20.7932203389831	1	0.196143617021277	12268	134.961535868988	211.122096394153
SPNCRNA.1690	2467	265	137	141	1	200	11.3698113207547	2	0.107417916497771	3013	40.4151373143548	115.620870389279
SPBPB2B2.12c	3547	260	130	136	1	160	6.45769230769231	1	0.0733013814491119	1679	15.6640328114705	78.8990310015811
SPNCRNA.173	218	49	24	31	1	452	22.1428571428571	1	0.224770642201835	1085	164.697619145243	241.935220274661
SPCC622.02	1108	106	62	50	1	526	21.5849056603774	3	0.0956678700361011	2288	68.3329761497788	102.973533303376
SPNCRNA.1004	1652	294	161	162	1	503	21.1836734693878	1	0.177966101694915	6228	124.753470896315	191.556457699308
SPAC56E4.07	3986	438	226	236	1	1483	20.0091324200913	18	0.109884596086302	8764	72.7577317045565	118.275917613206
SPAC12B10.15c	555	60	36	28	1	178	18.5333333333333	3	0.108108108108108	1112	66.3018857353981	116.363768383621
SPBC543.10	1593	147	85	79	1	421	22.9591836734694	1	0.0922787193973635	3375	70.1087264189313	99.3255706589005
SPAC20G4.01	1196	55	32	25	1	346	16.0545454545455	1	0.0459866220735786	883	24.4311325769034	49.4983839173638
SPAC4G8.07c	2063	145	83	64	1	934	17.8758620689655	1	0.0702859912748425	2592	41.5766837180584	75.6533709862004
SPNCRNA.1454	1684	49	29	21	1	155	9.08163265306122	1	0.0290973871733967	445	8.74443996260827	31.3194049999265
SPAC24B11.08c	1878	170	93	82	1	373	12.9294117647059	1	0.0905218317358892	2198	38.72988225542	97.4345185214291
SPNCRNA.530	153	8	4	4	1	27	8.75	24	0.0522875816993464	70	15.1398190907287	56.2805154273722
SPBC337.04	1309	92	39	56	1	643	16.945652173913	117	0.0702826585179526	1559	39.4112804567744	75.6497837238055
SPNCRNA.983	409	20	14	7	1	43	9.55	43	0.0488997555012225	191	15.4534031885562	52.6339783642295
SPNCRNA.67	1934	122	66	58	1	1337	20.4590163934426	9	0.063081695966908	2496	42.7073070831747	67.8989206933382
SPBC19G7.19	511	55	28	34	1	489	32.9272727272727	202	0.107632093933464	1811	117.276670201744	115.851403454339
SPCC1183.12	596	24	17	7	1	1022	48.6666666666667	1	0.0402684563758389	1168	64.8501014091462	43.3435513106776
SPAC26F1.10c	1887	48	29	19	1	225	7	1	0.0254372019077901	336	5.8922539163917	27.3797102079108
SPBC839.03c	1367	93	50	47	1	262	17.1505376344086	1	0.0680321872713972	1595	38.6105732240148	73.2274555610899
